Marker,Name,Major_Coefficient,Parent_Name,Minor_Coefficient,Queried,Queried_Marker,Queried_Name,Queried_Parent_Name
Robo1,AC53,,AC,0.0500817905771423,Queried,Robo1,AC_53,AC
Prkca,AC53,,AC,0.0448193879684437,Queried,Prkca,AC_53,AC
Esrrg,AC53,,AC,0.0485973369321217,Queried,Esrrg,AC_53,AC
Tfap2b,AC53,,AC,0.0520333195298254,Queried,Tfap2b,AC_53,AC
Kcnma1,AC53,,AC,0.0532889923963451,Queried,Kcnma1,AC_53,AC
Chga,AC53,,AC,0.0477959187692861,Queried,Chga,AC_53,AC
Car2,AC53,,AC,0.0690982849205245,Queried,Car2,AC_53,AC
Igfbp2,AC53,,AC,0.0574425260734146,Queried,Igfbp2,AC_53,AC
Cbln2,AC53,,AC,0.08181393543837,Queried,Cbln2,AC_53,AC
Aldoc,AC53,,AC,0.048968744727831,Queried,Aldoc,AC_53,AC
Ptpro,AC53,,AC,0.0667187585402034,Queried,Ptpro,AC_53,AC
Schip1,AC54,,AC,0.15668594995988,Queried,Schip1,AC_54,AC
Ctnna2,AC54,,AC,0.159633670443083,Queried,Ctnna2,AC_54,AC
Fxyd6,AC54,,AC,0.179276067327295,Queried,Fxyd6,AC_54,AC
Snca,AC54,,AC,0.198085960910247,Queried,Snca,AC_54,AC
Rmst,AC54,,AC,0.139116913602761,Queried,Rmst,AC_54,AC
Ptgds,AC54,,AC,0.110752224117055,Queried,Ptgds,AC_54,AC
Bmerb1,AC54,,AC,0.105647222022654,Queried,Bmerb1,AC_54,AC
Zfp804b,AC54,,AC,0.101799584329147,Queried,Zfp804b,AC_54,AC
6330403k07rik,AC54,,AC,0.221833957032791,Queried,6330403K07Rik,AC_54,AC
Mgat4c,AC54,,AC,0.154672508698157,Queried,Mgat4c,AC_54,AC
Ntng1,AC54,,AC,0.0968970173079685,Queried,Ntng1,AC_54,AC
Ywhah,AC54,,AC,0.0944724021575225,Queried,Ywhah,AC_54,AC
Ahi1,AC54,,AC,0.11620396860345,Queried,Ahi1,AC_54,AC
Nap1l5,AC54,,AC,0.106870235635202,Queried,Nap1l5,AC_54,AC
Cntn5,AC54,,AC,0.122281190891353,Queried,Cntn5,AC_54,AC
Tac2,AC54,,AC,0.182163878637426,Queried,Tac2,AC_54,AC
Lingo2,AC55,,AC,0.17060710311617,Queried,Lingo2,AC_55,AC
Lrrtm4,AC55,,AC,0.206533724497258,Queried,Lrrtm4,AC_55,AC
Sorcs3,AC55,,AC,0.197035384819174,Queried,Sorcs3,AC_55,AC
Nnat,AC55,,AC,0.178605083916849,Queried,Nnat,AC_55,AC
Slc24a3,AC55,,AC,0.152361421497969,Queried,Slc24a3,AC_55,AC
Lrrc4c,AC55,,AC,0.242711124092546,Queried,Lrrc4c,AC_55,AC
Pcdh7,AC55,,AC,0.262921534219544,Queried,Pcdh7,AC_55,AC
Calb2,AC55,,AC,0.235185148995909,Queried,Calb2,AC_55,AC
Csmd1,AC55,,AC,0.344540244104267,Queried,Csmd1,AC_55,AC
Ralyl,AC55,,AC,0.181858794837462,Queried,Ralyl,AC_55,AC
Cbln2,AC55,,AC,0.193327640420991,Queried,Cbln2,AC_55,AC
Rnf220,AC55,,AC,0.177588607681222,Queried,Rnf220,AC_55,AC
Glul,AC55,,AC,0.206859855287172,Queried,Glul,AC_55,AC
Cngb3,AC55,,AC,0.157368266974195,Queried,Cngb3,AC_55,AC
Cntn3,AC55,,AC,0.27419664879447,Queried,Cntn3,AC_55,AC
Csmd3,AC55,,AC,0.196376370040797,Queried,Csmd3,AC_55,AC
Nr4a2,AC55,,AC,0.180434131020685,Queried,Nr4a2,AC_55,AC
Zfp385b,AC56,,AC,0.211303086965516,Queried,Zfp385b,AC_56,AC
Pcdh9,AC56,,AC,0.143426962139713,Queried,Pcdh9,AC_56,AC
Otx2os1,AC56,,AC,0.29373855974946,Queried,Otx2os1,AC_56,AC
Zfp804b,AC56,,AC,0.436807922931288,Queried,Zfp804b,AC_56,AC
Pantr1,AC56,,AC,0.146627067308538,Queried,Pantr1,AC_56,AC
Cntn5,AC56,,AC,0.1773976558649,Queried,Cntn5,AC_56,AC
Thsd7a,AC56,,AC,0.1290230195264,Queried,Thsd7a,AC_56,AC
Kcnd2,AC56,,AC,0.130107120563741,Queried,Kcnd2,AC_56,AC
Car10,AC56,,AC,0.203080485889507,Queried,Car10,AC_56,AC
Grid2,AC56,,AC,0.134913591358745,Queried,Grid2,AC_56,AC
Gabrb3,AC56,,AC,0.209453388085063,Queried,Gabrb3,AC_56,AC
Pcp2,AC56,,AC,0.19598835351429,Queried,Pcp2,AC_56,AC
Sorcs1,AC57,,AC,0.229450734992572,Queried,Sorcs1,AC_57,AC
Stmn2,AC57,,AC,0.126557825675798,Queried,Stmn2,AC_57,AC
Acot7,AC57,,AC,0.111817907013634,Queried,Acot7,AC_57,AC
Tmeff2,AC57,,AC,0.21847598919847,Queried,Tmeff2,AC_57,AC
Calb2,AC57,,AC,0.150496653746774,Queried,Calb2,AC_57,AC
Tafa2,AC57,,AC,0.146663106595154,Queried,Tafa2,AC_57,AC
Pcdh15,AC57,,AC,0.324973604141359,Queried,Pcdh15,AC_57,AC
Zwint,AC57,,AC,0.113904211582202,Queried,Zwint,AC_57,AC
Gabrg3,AC57,,AC,0.142155830524326,Queried,Gabrg3,AC_57,AC
Kirrel3,AC57,,AC,0.123052379268547,Queried,Kirrel3,AC_57,AC
Fxyd6,AC57,,AC,0.111226168221855,Queried,Fxyd6,AC_57,AC
Plcb1,AC57,,AC,0.153718625595587,Queried,Plcb1,AC_57,AC
Serpini1,AC57,,AC,0.168876943023022,Queried,Serpini1,AC_57,AC
Robo2,AC57,,AC,0.148063055630534,Queried,Robo2,AC_57,AC
Sgcz,AC57,,AC,0.247362375104257,Queried,Sgcz,AC_57,AC
Ptprd,AC58,,AC,0.230327990929919,Queried,Ptprd,AC_58,AC
Ralyl,AC58,,AC,0.254851310338507,Queried,Ralyl,AC_58,AC
Fgf12,AC58,,AC,0.173776269644944,Queried,Fgf12,AC_58,AC
Prkg1,AC58,,AC,0.263421247925856,Queried,Prkg1,AC_58,AC
Adarb2,AC58,,AC,0.216519201690592,Queried,Adarb2,AC_58,AC
Gpc6,AC58,,AC,0.254075183340013,Queried,Gpc6,AC_58,AC
Ncam2,AC58,,AC,0.164876142569792,Queried,Ncam2,AC_58,AC
Pcdh9,AC58,,AC,0.444195226284543,Queried,Pcdh9,AC_58,AC
Nrg1_ensmusg00000062991,AC58,,AC,0.193273207216975,Queried,Nrg1_ENSMUSG00000062991,AC_58,AC
Galntl6,AC58,,AC,0.519999200395374,Queried,Galntl6,AC_58,AC
Tafa1,AC58,,AC,0.3202731820544,Queried,Tafa1,AC_58,AC
Pcdh17,AC58,,AC,0.243814706653435,Queried,Pcdh17,AC_58,AC
Grm7,AC58,,AC,0.195558714682536,Queried,Grm7,AC_58,AC
Lrp1b,AC58,,AC,0.183008435982585,Queried,Lrp1b,AC_58,AC
Cbln2,AC59,,AC,0.190690679077872,Queried,Cbln2,AC_59,AC
Cngb3,AC59,,AC,0.149893648746747,Queried,Cngb3,AC_59,AC
Inpp4b,AC59,,AC,0.16533440765844,Queried,Inpp4b,AC_59,AC
Tenm4,AC59,,AC,0.165083910517609,Queried,Tenm4,AC_59,AC
Ptprt,AC59,,AC,0.189553937992121,Queried,Ptprt,AC_59,AC
Ptprm,AC59,,AC,0.212958170683103,Queried,Ptprm,AC_59,AC
Fxyd6,AC59,,AC,0.243611330020944,Queried,Fxyd6,AC_59,AC
Rims2,AC59,,AC,0.163048771983919,Queried,Rims2,AC_59,AC
Dnm3,AC59,,AC,0.16272919188652,Queried,Dnm3,AC_59,AC
Serpine2,AC59,,AC,0.160897046340591,Queried,Serpine2,AC_59,AC
Asap1,AC59,,AC,0.201226755536861,Queried,Asap1,AC_59,AC
Serpini1,AC59,,AC,0.266677441933295,Queried,Serpini1,AC_59,AC
Unc5d,AC59,,AC,0.196844477016832,Queried,Unc5d,AC_59,AC
Sox5,AC59,,AC,0.292906735651312,Queried,Sox5,AC_59,AC
Zfhx3,AC59,,AC,0.169625229520832,Queried,Zfhx3,AC_59,AC
Erbb4,AC59,,AC,0.203588698399876,Queried,Erbb4,AC_59,AC
Sorcs1,AC59,,AC,0.210028514504935,Queried,Sorcs1,AC_59,AC
Prkca,AC6,,AC,0.265264176091243,Queried,Prkca,AC_6,AC
P3h2,AC6,,AC,0.181088808982121,Queried,P3h2,AC_6,AC
Oxr1,AC6,,AC,0.182747750455743,Queried,Oxr1,AC_6,AC
Cdh20,AC6,,AC,0.197733781039204,Queried,Cdh20,AC_6,AC
Olfm3,AC6,,AC,0.398089374450698,Queried,Olfm3,AC_6,AC
Nav2,AC6,,AC,0.181933102323936,Queried,Nav2,AC_6,AC
Prkce,AC6,,AC,0.179524355429146,Queried,Prkce,AC_6,AC
Pde3a,AC6,,AC,0.184295574883332,Queried,Pde3a,AC_6,AC
Aldoc,AC6,,AC,0.279929233732236,Queried,Aldoc,AC_6,AC
Arhgef26,AC6,,AC,0.186974777749309,Queried,Arhgef26,AC_6,AC
Chga,AC6,,AC,0.200554742888152,Queried,Chga,AC_6,AC
Cbln2,AC6,,AC,0.272607799334622,Queried,Cbln2,AC_6,AC
Lrrc4c,AC6,,AC,0.210292720980518,Queried,Lrrc4c,AC_6,AC
Igfbp2,AC6,,AC,0.360779335919239,Queried,Igfbp2,AC_6,AC
Slc24a2,AC6,,AC,0.254139851910344,Queried,Slc24a2,AC_6,AC
Gabra1,AC6,,AC,0.239831606033618,Queried,Gabra1,AC_6,AC
Syt7,AC6,,AC,0.239543229476393,Queried,Syt7,AC_6,AC
Robo1,AC6,,AC,0.279969182226062,Queried,Robo1,AC_6,AC
Gas7,AC60,,AC,0.0262256703518493,Queried,Gas7,AC_60,AC
Cog5,AC60,,AC,0.021619991664762,Queried,Cog5,AC_60,AC
Kctd16,AC60,,AC,0.0198726631908039,Queried,Kctd16,AC_60,AC
Grid2,AC60,,AC,0.0205726664831885,Queried,Grid2,AC_60,AC
Pcdh15,AC60,,AC,0.0294231908751414,Queried,Pcdh15,AC_60,AC
Brinp1,AC61,,AC,0.191818372257354,Queried,Brinp1,AC_61,AC
Lrrtm4,AC61,,AC,0.28156786788173,Queried,Lrrtm4,AC_61,AC
Lingo2,AC61,,AC,0.251614133462602,Queried,Lingo2,AC_61,AC
6330403k07rik,AC61,,AC,0.186443705980328,Queried,6330403K07Rik,AC_61,AC
Dlgap2,AC61,,AC,0.198616090341536,Queried,Dlgap2,AC_61,AC
Stmn2,AC61,,AC,0.22247345427344,Queried,Stmn2,AC_61,AC
Esrrg,AC61,,AC,0.193360633793443,Queried,Esrrg,AC_61,AC
Epha3,AC61,,AC,0.388809090774471,Queried,Epha3,AC_61,AC
Filip1l,AC61,,AC,0.23208045873295,Queried,Filip1l,AC_61,AC
Erbb4,AC61,,AC,0.186392147284162,Queried,Erbb4,AC_61,AC
Zfp804b,AC61,,AC,0.258167897822709,Queried,Zfp804b,AC_61,AC
Spock1,AC61,,AC,0.191020886520822,Queried,Spock1,AC_61,AC
Zmat4,AC61,,AC,0.185817923322058,Queried,Zmat4,AC_61,AC
Cbln2,AC61,,AC,0.257491175710729,Queried,Cbln2,AC_61,AC
Grid2,AC61,,AC,0.228666518903774,Queried,Grid2,AC_61,AC
Csmd1,AC61,,AC,0.193146874059976,Queried,Csmd1,AC_61,AC
Pcdh9,AC61,,AC,0.285643600711639,Queried,Pcdh9,AC_61,AC
Cdh20,AC61,,AC,0.327799463838816,Queried,Cdh20,AC_61,AC
Pak5,AC62,,AC,0.0212406466941746,Queried,Pak5,AC_62,AC
Gabrg3,AC62,,AC,0.0263791600554662,Queried,Gabrg3,AC_62,AC
Cntn3,AC62,,AC,0.020533323782234,Queried,Cntn3,AC_62,AC
Cpm,AC62,,AC,0.0221811170989927,Queried,Cpm,AC_62,AC
Nnat,AC62,,AC,0.0225079945933361,Queried,Nnat,AC_62,AC
Gabrb1,AC62,,AC,0.0271735233820662,Queried,Gabrb1,AC_62,AC
Phlda1,AC62,,AC,0.0222843566625365,Queried,Phlda1,AC_62,AC
Tac1,AC63,,AC,0.0803031604219462,Queried,Tac1,AC_63,AC
Ahi1,AC63,,AC,0.097205946660751,Queried,Ahi1,AC_63,AC
Cst3,AC63,,AC,0.0632209122383116,Queried,Cst3,AC_63,AC
Fgf14,AC63,,AC,0.0639840052422871,Queried,Fgf14,AC_63,AC
Tac2,AC63,,AC,0.152857688124641,Queried,Tac2,AC_63,AC
Vgf,AC63,,AC,0.0675704458512343,Queried,Vgf,AC_63,AC
Nav3,AC63,,AC,0.0612306260932436,Queried,Nav3,AC_63,AC
Resp18,AC63,,AC,0.114499614814982,Queried,Resp18,AC_63,AC
Tenm1,AC63,,AC,0.0789101151238223,Queried,Tenm1,AC_63,AC
Scg2,AC63,,AC,0.138362284237225,Queried,Scg2,AC_63,AC
Dpp10,AC63,,AC,0.0965031144922056,Queried,Dpp10,AC_63,AC
Schip1,AC63,,AC,0.0651635861854386,Queried,Schip1,AC_63,AC
Cxcl14,AC7,,AC,0.907121886226099,Queried,Cxcl14,AC_7,AC
Robo1,AC7,,AC,0.813988803309477,Queried,Robo1,AC_7,AC
Zmat4,AC7,,AC,0.298256386558195,Queried,Zmat4,AC_7,AC
Tac1,AC7,,AC,0.357029214914031,Queried,Tac1,AC_7,AC
Sema6a,AC7,,AC,0.350448747200542,Queried,Sema6a,AC_7,AC
Reln,AC7,,AC,0.430628150563774,Queried,Reln,AC_7,AC
Il1rapl1,AC7,,AC,0.328231903247432,Queried,Il1rapl1,AC_7,AC
Chst9,AC7,,AC,0.607358470107178,Queried,Chst9,AC_7,AC
Mxra7,AC7,,AC,0.429559326143453,Queried,Mxra7,AC_7,AC
Ai593442,AC7,,AC,0.329674266345116,Queried,AI593442,AC_7,AC
Cntn5,AC7,,AC,0.515334610747054,Queried,Cntn5,AC_7,AC
Kcnip4,AC7,,AC,0.827095304256712,Queried,Kcnip4,AC_7,AC
Pcsk2,AC7,,AC,0.317074445337436,Queried,Pcsk2,AC_7,AC
Pcdh17,AC7,,AC,0.680504079441751,Queried,Pcdh17,AC_7,AC
Ptprk,AC7,,AC,0.315323283276689,Queried,Ptprk,AC_7,AC
Pcdh9,AC7,,AC,0.424587192720425,Queried,Pcdh9,AC_7,AC
Prkg1,AC7,,AC,0.578993228621736,Queried,Prkg1,AC_7,AC
Ank2,AC8,,AC,0.35070463867509,Queried,Ank2,AC_8,AC
Sdk1,AC8,,AC,0.330516246961044,Queried,Sdk1,AC_8,AC
Atp2b1,AC8,,AC,0.287364351156056,Queried,Atp2b1,AC_8,AC
Cdkn1c,AC8,,AC,0.233888574594931,Queried,Cdkn1c,AC_8,AC
Snap25,AC8,,AC,0.241617836028578,Queried,Snap25,AC_8,AC
Car2,AC8,,AC,0.523043095482731,Queried,Car2,AC_8,AC
Ralyl,AC8,,AC,0.238869071518381,Queried,Ralyl,AC_8,AC
Kcnab1,AC8,,AC,0.232170113309711,Queried,Kcnab1,AC_8,AC
Chgb,AC8,,AC,0.265316066839636,Queried,Chgb,AC_8,AC
Cntnap2,AC8,,AC,0.275250687525926,Queried,Cntnap2,AC_8,AC
Sox5,AC8,,AC,0.230361834328203,Queried,Sox5,AC_8,AC
Tfap2b,AC8,,AC,0.293166558853159,Queried,Tfap2b,AC_8,AC
C1ql1,AC8,,AC,0.318516590752893,Queried,C1ql1,AC_8,AC
Tmsb10,AC8,,AC,0.384839442736712,Queried,Tmsb10,AC_8,AC
Chrm3,AC8,,AC,0.276700720350678,Queried,Chrm3,AC_8,AC
Rnf220,AC8,,AC,0.411987694539201,Queried,Rnf220,AC_8,AC
Unc13c,AC8,,AC,0.563358174686493,Queried,Unc13c,AC_8,AC
Lrrc4c,AC8,,AC,0.305518186855225,Queried,Lrrc4c,AC_8,AC
Kirrel3,AC8,,AC,0.773367554600053,Queried,Kirrel3,AC_8,AC
A930001a20rik,AC9,,AC,0.264344678241875,Queried,A930001A20Rik,AC_9,AC
Egfem1,AC9,,AC,0.227606686215347,Queried,Egfem1,AC_9,AC
Dpp6,AC9,,AC,0.227723418574779,Queried,Dpp6,AC_9,AC
Zfp804a,AC9,,AC,0.200233123418013,Queried,Zfp804a,AC_9,AC
Gria1,AC9,,AC,0.309498621593807,Queried,Gria1,AC_9,AC
Nfia,AC9,,AC,0.223630527087023,Queried,Nfia,AC_9,AC
Sorcs1,AC9,,AC,0.223392855968027,Queried,Sorcs1,AC_9,AC
Mgat4c,AC9,,AC,0.2462966115243,Queried,Mgat4c,AC_9,AC
Phactr3,AC9,,AC,0.187255799132135,Queried,Phactr3,AC_9,AC
Prkg1,AC9,,AC,0.271819260213191,Queried,Prkg1,AC_9,AC
Lamp5,AC9,,AC,0.269313452833378,Queried,Lamp5,AC_9,AC
Tfap2b,AC9,,AC,0.202542182343648,Queried,Tfap2b,AC_9,AC
Kcnip4,AC9,,AC,0.351688268214486,Queried,Kcnip4,AC_9,AC
Car2,AC9,,AC,0.345589137821659,Queried,Car2,AC_9,AC
Grid2,AC9,,AC,0.231440988810767,Queried,Grid2,AC_9,AC
Tafa1,AC9,,AC,0.283416707143916,Queried,Tafa1,AC_9,AC
Slc6a1,AC9,,AC,0.226623298345542,Queried,Slc6a1,AC_9,AC
Trhde,AC9,,AC,0.381585931090124,Queried,Trhde,AC_9,AC
Trpm3,UNASSIGNED_BC,,BC,0.177396380105491,Queried,Trpm3,UNASSIGNED_BC,BC
Galnt13,UNASSIGNED_BC,,BC,0.166746970511645,Queried,Galnt13,UNASSIGNED_BC,BC
Ftl1,UNASSIGNED_BC,,BC,0.211989258758591,Queried,Ftl1,UNASSIGNED_BC,BC
Fth1,UNASSIGNED_BC,,BC,0.215155856521766,Queried,Fth1,UNASSIGNED_BC,BC
Apoe,UNASSIGNED_BC,,BC,0.607764504060011,Queried,Apoe,UNASSIGNED_BC,BC
Asic2,UNASSIGNED_BC,,BC,0.172963949736953,Queried,Asic2,UNASSIGNED_BC,BC
Cst3,UNASSIGNED_BC,,BC,0.366035876496004,Queried,Cst3,UNASSIGNED_BC,BC
Galntl6,BC1A,,BC,0.162174076230983,Queried,Galntl6,BC1A,BC
Slit2,BC1A,,BC,0.403107531271614,Queried,Slit2,BC1A,BC
Meg3,BC1A,,BC,0.182216426198242,Queried,Meg3,BC1A,BC
Tcf4,BC1A,,BC,0.156010284855828,Queried,Tcf4,BC1A,BC
Tmeff2,BC1A,,BC,0.21249291278465,Queried,Tmeff2,BC1A,BC
Cabp1,BC1A,,BC,0.156509326193977,Queried,Cabp1,BC1A,BC
Rpgrip1,BC1A,,BC,0.316498317020763,Queried,Rpgrip1,BC1A,BC
Gabra1,BC1A,,BC,0.252585169846657,Queried,Gabra1,BC1A,BC
Gabrb1,BC1A,,BC,0.205915442445583,Queried,Gabrb1,BC1A,BC
Cdh8,BC1B,,BC,0.163594099045371,Queried,Cdh8,BC1B,BC
Ptprd,BC1B,,BC,0.138590426809732,Queried,Ptprd,BC1B,BC
Ntm,BC1B,,BC,0.170372773351897,Queried,Ntm,BC1B,BC
Cabp5,BC1B,,BC,0.406800647647181,Queried,Cabp5,BC1B,BC
Nrg3,BC1B,,BC,0.137503360258,Queried,Nrg3,BC1B,BC
Nxph1,BC1B,,BC,0.452284321165711,Queried,Nxph1,BC1B,BC
Mdga2,BC1B,,BC,0.195723009498071,Queried,Mdga2,BC1B,BC
Zfhx4,BC1B,,BC,0.185465932771326,Queried,Zfhx4,BC1B,BC
Car2,BC1B,,BC,0.358643303348922,Queried,Car2,BC1B,BC
Galntl6,BC2,,BC,0.307555277923678,Queried,Galntl6,BC2,BC
Gria2,BC2,,BC,0.226239924075753,Queried,Gria2,BC2,BC
Tnnt1,BC2,,BC,0.219633176384028,Queried,Tnnt1,BC2,BC
Tmeff2,BC2,,BC,0.177592411763717,Queried,Tmeff2,BC2,BC
Cdh8,BC2,,BC,0.302085933809013,Queried,Cdh8,BC2,BC
Ebf1,BC2,,BC,0.336132511425278,Queried,Ebf1,BC2,BC
Mgat4c,BC2,,BC,0.202314018979907,Queried,Mgat4c,BC2,BC
Neto1,BC2,,BC,0.493327824575454,Queried,Neto1,BC2,BC
Pde1a,BC2,,BC,0.197086378232053,Queried,Pde1a,BC2,BC
Nxph1,BC2,,BC,0.32316031962736,Queried,Nxph1,BC2,BC
Scg2,BC2,,BC,0.221534351591158,Queried,Scg2,BC2,BC
Slit2,BC2,,BC,0.221214666469697,Queried,Slit2,BC2,BC
Zfhx4,BC2,,BC,0.203796022843953,Queried,Zfhx4,BC2,BC
Pcp4,BC2,,BC,0.211021784629212,Queried,Pcp4,BC2,BC
Ntng1,BC3A,,BC,0.408122607923223,Queried,Ntng1,BC3A,BC
Kcnh7,BC3A,,BC,0.469081143948351,Queried,Kcnh7,BC3A,BC
Gsg1,BC3A,,BC,0.56201944344812,Queried,Gsg1,BC3A,BC
Eml5,BC3A,,BC,0.260613697025813,Queried,Eml5,BC3A,BC
Scgn,BC3A,,BC,0.336545313844644,Queried,Scgn,BC3A,BC
Atp2b1,BC3A,,BC,0.347093755103233,Queried,Atp2b1,BC3A,BC
Cabp5,BC3A,,BC,0.404792089567392,Queried,Cabp5,BC3A,BC
Scg2,BC3A,,BC,0.308251728690353,Queried,Scg2,BC3A,BC
Gngt2,BC3A,,BC,0.321448717335564,Queried,Gngt2,BC3A,BC
Gm20754,BC3A,,BC,0.475057340121056,Queried,Gm20754,BC3A,BC
Erbb4,BC3A,,BC,0.751862917072432,Queried,Erbb4,BC3A,BC
Zfhx4,BC3A,,BC,0.296562574630408,Queried,Zfhx4,BC3A,BC
Slit2,BC3A,,BC,0.563046173993444,Queried,Slit2,BC3A,BC
Grik1,BC3A,,BC,0.5207011197443,Queried,Grik1,BC3A,BC
Cntnap5a,BC3A,,BC,0.295655658711395,Queried,Cntnap5a,BC3A,BC
Lrp1b,BC3A,,BC,0.328222777307466,Queried,Lrp1b,BC3A,BC
Cdh18,BC3A,,BC,0.382237130117662,Queried,Cdh18,BC3A,BC
Chrm3,BC3A,,BC,0.29246268175525,Queried,Chrm3,BC3A,BC
Pcp2,BC3A,,BC,0.35534008142508,Queried,Pcp2,BC3A,BC
Adamtsl1,BC3B,,BC,0.310132346037516,Queried,Adamtsl1,BC3B,BC
Nnat,BC3B,,BC,0.738294857184353,Queried,Nnat,BC3B,BC
Gngt2,BC3B,,BC,0.562657334036527,Queried,Gngt2,BC3B,BC
Tenm3,BC3B,,BC,0.263621383712133,Queried,Tenm3,BC3B,BC
Cngb3,BC3B,,BC,0.458428164737698,Queried,Cngb3,BC3B,BC
Meis2,BC3B,,BC,0.419539033390412,Queried,Meis2,BC3B,BC
Cpe,BC3B,,BC,0.277669623486714,Queried,Cpe,BC3B,BC
Kirrel3,BC3B,,BC,0.608798785201524,Queried,Kirrel3,BC3B,BC
Sgcz,BC3B,,BC,0.320961484758234,Queried,Sgcz,BC3B,BC
Gsg1,BC3B,,BC,0.393569791956337,Queried,Gsg1,BC3B,BC
Sulf1,BC3B,,BC,0.282981948521392,Queried,Sulf1,BC3B,BC
Cabp5,BC3B,,BC,0.379405207376873,Queried,Cabp5,BC3B,BC
Grik1,BC3B,,BC,0.667267118054126,Queried,Grik1,BC3B,BC
Pcp4,BC3B,,BC,0.408948138873261,Queried,Pcp4,BC3B,BC
Pcp4,BC4,,BC,0.200116904471798,Queried,Pcp4,BC4,BC
Grik1,BC4,,BC,0.273783693961118,Queried,Grik1,BC4,BC
Rpgrip1,BC4,,BC,0.277029875438782,Queried,Rpgrip1,BC4,BC
Lsamp,BC4,,BC,0.200774276684038,Queried,Lsamp,BC4,BC
Nfib,BC4,,BC,0.175412473941276,Queried,Nfib,BC4,BC
Kcnd3,BC4,,BC,0.29978615930629,Queried,Kcnd3,BC4,BC
Phyhipl,BC4,,BC,0.196355321612407,Queried,Phyhipl,BC4,BC
Kctd16,BC4,,BC,0.170317871249913,Queried,Kctd16,BC4,BC
Gabrr3,BC4,,BC,0.154066781188755,Queried,Gabrr3,BC4,BC
Zfhx3,BC4,,BC,0.219980355468896,Queried,Zfhx3,BC4,BC
Cacna2d1,BC4,,BC,0.150526913600019,Queried,Cacna2d1,BC4,BC
Scgn,BC4,,BC,0.244270826705192,Queried,Scgn,BC4,BC
Nfia,BC5A,,BC,0.308104210564241,Queried,Nfia,BC5A,BC
Hs3st4,BC5A,,BC,0.540706041813648,Queried,Hs3st4,BC5A,BC
Nlgn1,BC5A,,BC,0.261694299409246,Queried,Nlgn1,BC5A,BC
Lrrc4c,BC5A,,BC,0.243600872950206,Queried,Lrrc4c,BC5A,BC
Grm6,BC5A,,BC,0.316730236383201,Queried,Grm6,BC5A,BC
Il1rapl2,BC5A,,BC,0.412737208023208,Queried,Il1rapl2,BC5A,BC
Pcp2,BC5A,,BC,0.293523325703609,Queried,Pcp2,BC5A,BC
Sox6,BC5A,,BC,0.834492832917411,Queried,Sox6,BC5A,BC
Slc8a1,BC5A,,BC,0.519225238715297,Queried,Slc8a1,BC5A,BC
Cabp5,BC5A,,BC,0.43493696116095,Queried,Cabp5,BC5A,BC
Slc24a2,BC5A,,BC,0.324482110918697,Queried,Slc24a2,BC5A,BC
Gabrr2,BC5A,,BC,0.269740817672268,Queried,Gabrr2,BC5A,BC
Cntn5,BC5A,,BC,0.765580772299306,Queried,Cntn5,BC5A,BC
Hlf,BC5A,,BC,0.477396547757135,Queried,Hlf,BC5A,BC
Cngb3,BC5B,,BC,0.351809272423962,Queried,Cngb3,BC5B,BC
Sphkap,BC5B,,BC,0.335927495889147,Queried,Sphkap,BC5B,BC
Gngt1,BC5B,,BC,0.541146418869933,Queried,Gngt1,BC5B,BC
Car2,BC5B,,BC,0.372765965234254,Queried,Car2,BC5B,BC
Nwd2,BC5B,,BC,0.34032608390446,Queried,Nwd2,BC5B,BC
Pcdh7,BC5B,,BC,0.313193203972866,Queried,Pcdh7,BC5B,BC
Cabp5,BC5B,,BC,0.375482707779967,Queried,Cabp5,BC5B,BC
Brinp3,BC5B,,BC,0.448154031776078,Queried,Brinp3,BC5B,BC
Adarb2,BC5B,,BC,0.425314901296059,Queried,Adarb2,BC5B,BC
Scg2,BC5B,,BC,0.304606463980876,Queried,Scg2,BC5B,BC
Cdh18,BC5B,,BC,0.352226548660303,Queried,Cdh18,BC5B,BC
Dgkh,BC5B,,BC,0.360119521746309,Queried,Dgkh,BC5B,BC
Ndnf,BC5B,,BC,0.281566602576396,Queried,Ndnf,BC5B,BC
Thrb,BC5B,,BC,0.37585949703597,Queried,Thrb,BC5B,BC
Esrrg,BC5B,,BC,0.392286011016256,Queried,Esrrg,BC5B,BC
Eml5,BC5B,,BC,0.253656487225577,Queried,Eml5,BC5B,BC
Kcnb2,BC5C,,BC,0.442396186607342,Queried,Kcnb2,BC5C,BC
Inpp4b,BC5C,,BC,0.310389800668809,Queried,Inpp4b,BC5C,BC
Cngb3,BC5C,,BC,0.258189408260517,Queried,Cngb3,BC5C,BC
Pcp2,BC5C,,BC,0.508544909864594,Queried,Pcp2,BC5C,BC
Cntn4,BC5C,,BC,0.310658144647779,Queried,Cntn4,BC5C,BC
Vwc2l,BC5C,,BC,0.333022132170888,Queried,Vwc2l,BC5C,BC
Pcp4,BC5C,,BC,0.538856416405601,Queried,Pcp4,BC5C,BC
Gabrr3,BC5C,,BC,0.31744605403594,Queried,Gabrr3,BC5C,BC
Chrm3,BC5C,,BC,0.244851973669107,Queried,Chrm3,BC5C,BC
Anks1b,BC5C,,BC,0.313099868980569,Queried,Anks1b,BC5C,BC
Ryr3,BC5C,,BC,0.257324662355834,Queried,Ryr3,BC5C,BC
Nfib,BC5C,,BC,0.284390184936612,Queried,Nfib,BC5C,BC
